ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Cost of goods,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 1 default
645,simple,282254,7622201766054,Ahmed Mango Jelly 70g,1,0,visible,"<p><strong>Ahmed</strong> <strong>Ahmed Mango Jelly 70g</strong> — 70 g — an authentic South Asian ingredient available at <strong>Ideal Indiska LIVS</strong>, Stockholm's leading online Indian and Pakistani grocery store. Order online with fast delivery across Sweden and Europe.</p>","<p>
<strong>Ahmed Mango Jelly 70g</strong> by <strong>Ahmed</strong> is an authentic South Asian grocery product,
carefully sourced and made available to Indian and Pakistani families in Sweden.
This 70 g pack is ideal for stocking your kitchen with genuine ingredients
that are hard to find in regular Swedish supermarkets.
</p>

<h3>Why shop at Ideal Indiska LIVS?</h3>
<ul>
<li><strong>Authentic products</strong> — the same brands and varieties used in South Asian home kitchens</li>
<li><strong>Wide selection</strong> — 1,500+ Indian and Pakistani grocery products in one place</li>
<li><strong>Fast delivery</strong> — across Sweden and Europe</li>
<li><strong>Free shipping</strong> — on orders over 499 kr</li>
</ul>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online store for
<strong>Indian groceries</strong> and <strong>Pakistani groceries</strong>.
Browse our full range of authentic products and enjoy fast,
reliable home delivery across Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,70,,,,1,,,15,Sweets > Dessert Mixes,,,https://crm.ideallivs.com/wp-content/uploads/2025/05/image-Photoroom-43.png,,,,,,,,,0,,Ahmed,Store Availability,On Display to Order,1,1,,,,,,,,,,
646,simple,292221,8904013000007,Nestl? NIDO Instant Full Cream Milk Powder 400g,1,0,visible,<p><strong>Nestle</strong> Authentic <strong>masala blend</strong> — masala blend — essential for <strong>curries</strong> and <strong>dal</strong>. This compact pack (400 g) brings the true flavour of South Asian <strong>spices</strong> to your kitchen. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — fast delivery across Sweden.</p>,"<p>
<strong>Nestl? NIDO Instant Full Cream Milk Powder 400g</strong> (400 g) is an authentic <strong>masala blend</strong> —
masala blend — that brings the real taste of South Asian cooking to your home in Sweden.
Whether you are cooking a weeknight curry or a festive biryani,
the right spice transforms ordinary ingredients into extraordinary meals.
</p>

<h3>Use in these dishes</h3>
<ul>
<li>curries</li><li>dal</li><li>biryani</li><li>South Asian cooking</li>
</ul>

<h3>Cooking tip</h3>
<p>Start with half the suggested quantity and adjust to your taste preference.</p>

<h3>Why these spices?</h3>
<ul>
<li><strong>Authentic quality</strong> — same grade used in South Asian restaurant kitchens</li>
<li><strong>Fresh and aromatic</strong> — sealed for maximum flavour preservation</li>
<li><strong>400 g pack</strong> — compact pack for your cooking frequency</li>
<li><strong>Hard to find locally</strong> — specialist South Asian spices not available in regular Swedish stores</li>
</ul>

<h3>Storage</h3>
<p>Keep in an airtight container away from direct sunlight and moisture.
Use within 12 months of opening for optimal aroma and potency.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store.
We stock <strong>TRS</strong>, <strong>MDH</strong>, <strong>Shan</strong>, <strong>National</strong>,
<strong>Everest</strong> and many more authentic <strong>Indian spices</strong> and <strong>masala</strong> blends.
Order your 400 g <strong>masala blend</strong> today — snabb leverans i Sverige.
</p>",,,taxable,reduced-rate,1,,,0,0,400,,,,1,,,90,Powdered,,,https://crm.ideallivs.com/wp-content/uploads/2025/05/Untitled-design-1.jpg,,,,,,,,,0,,Nestle,Store Availability,On Display to Order,1,1,,,,,,,,,,
647,simple,292222,8901207036989,Telephone SAT Ispaghol 100g | Ideal Indiska Stockholm,1,0,visible,<p><strong>Telephone</strong> — Authentic <strong>indian tea</strong> — a authentic Indian-style black tea ideal for <strong>masala chai</strong> and <strong>milk tea</strong>. This 100 g pack delivers the genuine taste of Indian-style milk tea. Available at <strong>Ideal Indiska LIVS</strong> Stockholm — order online for swift delivery anywhere in Sweden.</p>,"<p>
<strong>Telephone SAT Ispaghol 100g | Ideal Indiska Stockholm</strong> (100 g) is an authentic <strong>indian tea</strong> —
a authentic Indian-style black tea — crafted for South Asian tea lovers in Sweden.
Recreate the genuine taste of <strong>Indian-style milk tea</strong>
and <strong>masala chai</strong> in your own kitchen.
</p>

<h3>Perfect for</h3>
<ul>
<li>masala chai</li><li>milk tea</li><li>Indian-style chai</li><li>morning tea</li>
</ul>

<h3>How to brew the perfect chai</h3>
<p>Add one teaspoon per cup to cold water, bring to a boil, then add an equal part of full-fat milk.
Simmer for 2–3 minutes, sweeten to taste, and strain.
For masala chai, add freshly crushed cardamom, ginger, and a clove at the boiling stage.</p>

<h3>Why Indian chai is different</h3>
<p>
Traditional <strong>masala chai</strong> uses a CTC (cut, tear, curl) black tea
that releases bold colour and flavour quickly when simmered with milk —
very different from a European teabag steeped in hot water.
</p>

<h3>Frequently searched terms</h3>
<p><em>indian tea, chai, masala chai, black tea, desi chai — available at Ideal Indiska LIVS, Stockholm.</em></p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's premier online store for Indian and Pakistani groceries.
From <strong>Tapal</strong> and <strong>Wagh Bakri</strong> to a full range of <strong>masala chai</strong>
blends, we stock the brands you grew up with.
Order your 100 g <strong>indian tea</strong> today — fast delivery across Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,100,,,,1,,,42,"Tea\, Coffee & Beverages > Health Drinks & Mixes, Powdered",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/Telephone-SAT-Ispaghol-100g-e1751573967961.png,,,,,,,,,0,,Telephone,Store Availability,On Display to Order,1,1,,,,,,,,,,
648,simple,292223,7616100005079,Cadbury Bourn Vita 500 gm,1,0,visible,<p><strong>Cadbury</strong> — Authentic <strong>indian tea</strong> — a authentic Indian-style black tea ideal for <strong>masala chai</strong> and <strong>milk tea</strong>. This 500 g pack delivers the genuine taste of Indian-style milk tea. Available at <strong>Ideal Indiska LIVS</strong> Stockholm — order online for swift delivery anywhere in Sweden.</p>,"<p>
<strong>Cadbury Bourn Vita 500 gm</strong> (500 g) is an authentic <strong>indian tea</strong> —
a authentic Indian-style black tea — crafted for South Asian tea lovers in Sweden.
Recreate the genuine taste of <strong>Indian-style milk tea</strong>
and <strong>masala chai</strong> in your own kitchen.
</p>

<h3>Perfect for</h3>
<ul>
<li>masala chai</li><li>milk tea</li><li>Indian-style chai</li><li>morning tea</li>
</ul>

<h3>How to brew the perfect chai</h3>
<p>Add one teaspoon per cup to cold water, bring to a boil, then add an equal part of full-fat milk.
Simmer for 2–3 minutes, sweeten to taste, and strain.
For masala chai, add freshly crushed cardamom, ginger, and a clove at the boiling stage.</p>

<h3>Why Indian chai is different</h3>
<p>
Traditional <strong>masala chai</strong> uses a CTC (cut, tear, curl) black tea
that releases bold colour and flavour quickly when simmered with milk —
very different from a European teabag steeped in hot water.
</p>

<h3>Frequently searched terms</h3>
<p><em>indian tea, chai, masala chai, black tea, desi chai — available at Ideal Indiska LIVS, Stockholm.</em></p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's premier online store for Indian and Pakistani groceries.
From <strong>Tapal</strong> and <strong>Wagh Bakri</strong> to a full range of <strong>masala chai</strong>
blends, we stock the brands you grew up with.
Order your 500 g <strong>indian tea</strong> today — fast delivery across Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,500,,,,1,,,105,"Tea\, Coffee & Beverages > Health Drinks & Mixes, Powdered",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/Cadbury-Bournvita.png,,,,,,,,,0,,Cadbury,Store Availability,On Display to Order,1,1,,,,,,,,,,
649,simple,292227,8901042954554,Telephone SAT Ispaghol 200g ? Ideal Indiska Livs Stockholm,1,0,visible,<p><strong>Telephone</strong> — Authentic <strong>indian tea</strong> — a authentic Indian-style black tea ideal for <strong>masala chai</strong> and <strong>milk tea</strong>. This 200 g pack delivers the genuine taste of Indian-style milk tea. Available at <strong>Ideal Indiska LIVS</strong> Stockholm — order online for swift delivery anywhere in Sweden.</p>,"<p>
<strong>Telephone SAT Ispaghol 200g ? Ideal Indiska Livs Stockholm</strong> (200 g) is an authentic <strong>indian tea</strong> —
a authentic Indian-style black tea — crafted for South Asian tea lovers in Sweden.
Recreate the genuine taste of <strong>Indian-style milk tea</strong>
and <strong>masala chai</strong> in your own kitchen.
</p>

<h3>Perfect for</h3>
<ul>
<li>masala chai</li><li>milk tea</li><li>Indian-style chai</li><li>morning tea</li>
</ul>

<h3>How to brew the perfect chai</h3>
<p>Add one teaspoon per cup to cold water, bring to a boil, then add an equal part of full-fat milk.
Simmer for 2–3 minutes, sweeten to taste, and strain.
For masala chai, add freshly crushed cardamom, ginger, and a clove at the boiling stage.</p>

<h3>Why Indian chai is different</h3>
<p>
Traditional <strong>masala chai</strong> uses a CTC (cut, tear, curl) black tea
that releases bold colour and flavour quickly when simmered with milk —
very different from a European teabag steeped in hot water.
</p>

<h3>Frequently searched terms</h3>
<p><em>indian tea, chai, masala chai, black tea, desi chai — available at Ideal Indiska LIVS, Stockholm.</em></p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's premier online store for Indian and Pakistani groceries.
From <strong>Tapal</strong> and <strong>Wagh Bakri</strong> to a full range of <strong>masala chai</strong>
blends, we stock the brands you grew up with.
Order your 200 g <strong>indian tea</strong> today — fast delivery across Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,200,,,,1,,,80,"Tea\, Coffee & Beverages > Health Drinks & Mixes, Powdered",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/Telephone-SAT-Ispaghol-200g.png,,,,,,,,,0,,Telephone,Store Availability,On Display to Order,1,1,,,,,,,,,,
650,simple,292228,5060113919359,Dabur Chyawanprash 500g,1,0,visible,<p><strong>Dabur</strong> — Authentic <strong>indian tea</strong> — a authentic Indian-style black tea ideal for <strong>masala chai</strong> and <strong>milk tea</strong>. This 500 g pack delivers the genuine taste of Indian-style milk tea. Available at <strong>Ideal Indiska LIVS</strong> Stockholm — order online for swift delivery anywhere in Sweden.</p>,"<p>
<strong>Dabur Chyawanprash 500g</strong> (500 g) is an authentic <strong>indian tea</strong> —
a authentic Indian-style black tea — crafted for South Asian tea lovers in Sweden.
Recreate the genuine taste of <strong>Indian-style milk tea</strong>
and <strong>masala chai</strong> in your own kitchen.
</p>

<h3>Perfect for</h3>
<ul>
<li>masala chai</li><li>milk tea</li><li>Indian-style chai</li><li>morning tea</li>
</ul>

<h3>How to brew the perfect chai</h3>
<p>Add one teaspoon per cup to cold water, bring to a boil, then add an equal part of full-fat milk.
Simmer for 2–3 minutes, sweeten to taste, and strain.
For masala chai, add freshly crushed cardamom, ginger, and a clove at the boiling stage.</p>

<h3>Why Indian chai is different</h3>
<p>
Traditional <strong>masala chai</strong> uses a CTC (cut, tear, curl) black tea
that releases bold colour and flavour quickly when simmered with milk —
very different from a European teabag steeped in hot water.
</p>

<h3>Frequently searched terms</h3>
<p><em>indian tea, chai, masala chai, black tea, desi chai — available at Ideal Indiska LIVS, Stockholm.</em></p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's premier online store for Indian and Pakistani groceries.
From <strong>Tapal</strong> and <strong>Wagh Bakri</strong> to a full range of <strong>masala chai</strong>
blends, we stock the brands you grew up with.
Order your 500 g <strong>indian tea</strong> today — fast delivery across Sweden.
</p>",,,taxable,reduced-rate,0,,,0,0,500,,,,1,,,90,"Tea\, Coffee & Beverages > Health Drinks & Mixes, Powdered",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/Dabur-Chyawanprash-500g.png,,,,,,,,,0,,Dabur,Store Availability,On Display to Order,1,1,,,,,,,,,,
651,simple,292229,5022496205009,Nestl? CERELAC Wheat Infant Cereal with Milk (from 6 Months) 400g,1,0,visible,<p><strong>Nestle</strong> Authentic <strong>authentic Indian spice</strong> — authentic Indian spice — essential for <strong>curries</strong> and <strong>dal</strong>. This compact pack (400 g) brings the true flavour of South Asian <strong>spices</strong> to your kitchen. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — fast delivery across Sweden.</p>,"<p>
<strong>Nestl? CERELAC Wheat Infant Cereal with Milk (from 6 Months) 400g</strong> (400 g) is an authentic <strong>authentic Indian spice</strong> —
authentic Indian spice — that brings the real taste of South Asian cooking to your home in Sweden.
Whether you are cooking a weeknight curry or a festive biryani,
the right spice transforms ordinary ingredients into extraordinary meals.
</p>

<h3>Use in these dishes</h3>
<ul>
<li>curries</li><li>dal</li><li>biryani</li><li>South Asian cooking</li>
</ul>

<h3>Cooking tip</h3>
<p>Start with half the suggested quantity and adjust to your taste preference.</p>

<h3>Why these spices?</h3>
<ul>
<li><strong>Authentic quality</strong> — same grade used in South Asian restaurant kitchens</li>
<li><strong>Fresh and aromatic</strong> — sealed for maximum flavour preservation</li>
<li><strong>400 g pack</strong> — compact pack for your cooking frequency</li>
<li><strong>Hard to find locally</strong> — specialist South Asian spices not available in regular Swedish stores</li>
</ul>

<h3>Storage</h3>
<p>Keep in an airtight container away from direct sunlight and moisture.
Use within 12 months of opening for optimal aroma and potency.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store.
We stock <strong>TRS</strong>, <strong>MDH</strong>, <strong>Shan</strong>, <strong>National</strong>,
<strong>Everest</strong> and many more authentic <strong>Indian spices</strong> and <strong>masala</strong> blends.
Order your 400 g <strong>authentic Indian spice</strong> today — snabb leverans i Sverige.
</p>",,,taxable,reduced-rate,1,,,0,0,400,,,,1,,,68,Powdered,,,https://crm.ideallivs.com/wp-content/uploads/2025/05/Untitled-design.jpg,,,,,,,,,0,,Nestle,Store Availability,On Display to Order,1,1,,,,,,,,,,
652,simple,292230,5060601190017,MTR Gulab Jamun Mix 200g | Dessert Mix at Ideal Grocers,1,0,visible,"<p><strong>MTR Foods</strong> <strong>MTR Gulab Jamun Mix 200g | Dessert Mix at Ideal Grocers</strong> — 200 g — an authentic South Asian ingredient available at <strong>Ideal Indiska LIVS</strong>, Stockholm's leading online Indian and Pakistani grocery store. Order online with fast delivery across Sweden and Europe.</p>","<p>
<strong>MTR Gulab Jamun Mix 200g | Dessert Mix at Ideal Grocers</strong> by <strong>MTR Foods</strong> is an authentic South Asian grocery product,
carefully sourced and made available to Indian and Pakistani families in Sweden.
This 200 g pack is ideal for stocking your kitchen with genuine ingredients
that are hard to find in regular Swedish supermarkets.
</p>

<h3>Why shop at Ideal Indiska LIVS?</h3>
<ul>
<li><strong>Authentic products</strong> — the same brands and varieties used in South Asian home kitchens</li>
<li><strong>Wide selection</strong> — 1,500+ Indian and Pakistani grocery products in one place</li>
<li><strong>Fast delivery</strong> — across Sweden and Europe</li>
<li><strong>Free shipping</strong> — on orders over 499 kr</li>
</ul>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online store for
<strong>Indian groceries</strong> and <strong>Pakistani groceries</strong>.
Browse our full range of authentic products and enjoy fast,
reliable home delivery across Sweden.
</p>",,,taxable,reduced-rate,0,,,0,0,200,,,,1,,,38,"Sweets > Dessert Mixes, Sweets",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/image-Photoroom-45.png,,,,,,,,,0,,MTR Foods,Store Availability,On Display to Order,1,1,,,,,,,,,,
653,simple,292231,5060601190000,Horlicks 400 gm,1,0,visible,<p><strong>Horlicks</strong> — Authentic <strong>indian tea</strong> — a authentic Indian-style black tea ideal for <strong>masala chai</strong> and <strong>milk tea</strong>. This 400 g pack delivers the genuine taste of Indian-style milk tea. Available at <strong>Ideal Indiska LIVS</strong> Stockholm — order online for swift delivery anywhere in Sweden.</p>,"<p>
<strong>Horlicks 400 gm</strong> (400 g) is an authentic <strong>indian tea</strong> —
a authentic Indian-style black tea — crafted for South Asian tea lovers in Sweden.
Recreate the genuine taste of <strong>Indian-style milk tea</strong>
and <strong>masala chai</strong> in your own kitchen.
</p>

<h3>Perfect for</h3>
<ul>
<li>masala chai</li><li>milk tea</li><li>Indian-style chai</li><li>morning tea</li>
</ul>

<h3>How to brew the perfect chai</h3>
<p>Add one teaspoon per cup to cold water, bring to a boil, then add an equal part of full-fat milk.
Simmer for 2–3 minutes, sweeten to taste, and strain.
For masala chai, add freshly crushed cardamom, ginger, and a clove at the boiling stage.</p>

<h3>Why Indian chai is different</h3>
<p>
Traditional <strong>masala chai</strong> uses a CTC (cut, tear, curl) black tea
that releases bold colour and flavour quickly when simmered with milk —
very different from a European teabag steeped in hot water.
</p>

<h3>Frequently searched terms</h3>
<p><em>indian tea, chai, masala chai, black tea, desi chai — available at Ideal Indiska LIVS, Stockholm.</em></p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's premier online store for Indian and Pakistani groceries.
From <strong>Tapal</strong> and <strong>Wagh Bakri</strong> to a full range of <strong>masala chai</strong>
blends, we stock the brands you grew up with.
Order your 400 g <strong>indian tea</strong> today — fast delivery across Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,400,,,,1,,,100,"Tea\, Coffee & Beverages > Health Drinks & Mixes, Powdered",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/image-Photoroom-44.png,,,,,,,,,0,,Horlicks,Store Availability,On Display to Order,1,1,,,,,,,,,,
654,simple,292232,8939121883969,Dabur Chyawanprash Paste 500g,1,0,visible,<p><strong>Dabur</strong> — Authentic <strong>indian tea</strong> — a authentic Indian-style black tea ideal for <strong>masala chai</strong> and <strong>milk tea</strong>. This 500 g pack delivers the genuine taste of Indian-style milk tea. Available at <strong>Ideal Indiska LIVS</strong> Stockholm — order online for swift delivery anywhere in Sweden.</p>,"<p>
<strong>Dabur Chyawanprash Paste 500g</strong> (500 g) is an authentic <strong>indian tea</strong> —
a authentic Indian-style black tea — crafted for South Asian tea lovers in Sweden.
Recreate the genuine taste of <strong>Indian-style milk tea</strong>
and <strong>masala chai</strong> in your own kitchen.
</p>

<h3>Perfect for</h3>
<ul>
<li>masala chai</li><li>milk tea</li><li>Indian-style chai</li><li>morning tea</li>
</ul>

<h3>How to brew the perfect chai</h3>
<p>Add one teaspoon per cup to cold water, bring to a boil, then add an equal part of full-fat milk.
Simmer for 2–3 minutes, sweeten to taste, and strain.
For masala chai, add freshly crushed cardamom, ginger, and a clove at the boiling stage.</p>

<h3>Why Indian chai is different</h3>
<p>
Traditional <strong>masala chai</strong> uses a CTC (cut, tear, curl) black tea
that releases bold colour and flavour quickly when simmered with milk —
very different from a European teabag steeped in hot water.
</p>

<h3>Frequently searched terms</h3>
<p><em>indian tea, chai, masala chai, black tea, desi chai — available at Ideal Indiska LIVS, Stockholm.</em></p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's premier online store for Indian and Pakistani groceries.
From <strong>Tapal</strong> and <strong>Wagh Bakri</strong> to a full range of <strong>masala chai</strong>
blends, we stock the brands you grew up with.
Order your 500 g <strong>indian tea</strong> today — fast delivery across Sweden.
</p>",,,taxable,reduced-rate,0,,,0,0,500,,,,1,,,95,"Tea\, Coffee & Beverages > Health Drinks & Mixes, Powdered",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/image-Photoroom-40.png,,,,,,,,,0,,Dabur,Store Availability,On Display to Order,1,1,,,,,,,,,,
655,variable,352221,8901213421304,Laddu/Gulab Jamun/Barfi/Sweets | Fresh Sweets,1,0,visible,"<p><strong>Anmol Sweets</strong> <strong>Laddu/Gulab Jamun/Barfi/Sweets | Fresh Sweets</strong> — 1 kg — an authentic South Asian ingredient available at <strong>Ideal Indiska LIVS</strong>, Stockholm's leading online Indian and Pakistani grocery store. Order online with fast delivery across Sweden and Europe.</p>","<p>
<strong>Laddu/Gulab Jamun/Barfi/Sweets | Fresh Sweets</strong> by <strong>Anmol Sweets</strong> is an authentic South Asian grocery product,
carefully sourced and made available to Indian and Pakistani families in Sweden.
This 1 kg pack is ideal for stocking your kitchen with genuine ingredients
that are hard to find in regular Swedish supermarkets.
</p>

<h3>Why shop at Ideal Indiska LIVS?</h3>
<ul>
<li><strong>Authentic products</strong> — the same brands and varieties used in South Asian home kitchens</li>
<li><strong>Wide selection</strong> — 1,500+ Indian and Pakistani grocery products in one place</li>
<li><strong>Fast delivery</strong> — across Sweden and Europe</li>
<li><strong>Free shipping</strong> — on orders over 499 kr</li>
</ul>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online store for
<strong>Indian groceries</strong> and <strong>Pakistani groceries</strong>.
Browse our full range of authentic products and enjoy fast,
reliable home delivery across Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,1000,,,,1,,,,Sweets,,,https://crm.ideallivs.com/wp-content/uploads/2025/05/Screenshot-2025-06-18-235044-e1750272728347.png,,,,,,,,,0,,Anmol Sweets,Store Availability,On Display to Order,1,1,Type,"Laddu, Gulab Jamun, Barfi",1,0,,Weight,"1kg, 500g",1,1,
656,variable,352222,8939121249260,"Fresh Indian Jalebi | Namak para by Anmol Sweets, Stockholm",1,0,visible,"<p><strong>Anmol Sweets</strong> <strong>Fresh Indian Jalebi | Namak para by Anmol Sweets, Stockholm</strong> — 300 g — an authentic South Asian ingredient available at <strong>Ideal Indiska LIVS</strong>, Stockholm's leading online Indian and Pakistani grocery store. Order online with fast delivery across Sweden and Europe.</p>","<p>
<strong>Fresh Indian Jalebi | Namak para by Anmol Sweets, Stockholm</strong> by <strong>Anmol Sweets</strong> is an authentic South Asian grocery product,
carefully sourced and made available to Indian and Pakistani families in Sweden.
This 300 g pack is ideal for stocking your kitchen with genuine ingredients
that are hard to find in regular Swedish supermarkets.
</p>

<h3>Why shop at Ideal Indiska LIVS?</h3>
<ul>
<li><strong>Authentic products</strong> — the same brands and varieties used in South Asian home kitchens</li>
<li><strong>Wide selection</strong> — 1,500+ Indian and Pakistani grocery products in one place</li>
<li><strong>Fast delivery</strong> — across Sweden and Europe</li>
<li><strong>Free shipping</strong> — on orders over 499 kr</li>
</ul>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online store for
<strong>Indian groceries</strong> and <strong>Pakistani groceries</strong>.
Browse our full range of authentic products and enjoy fast,
reliable home delivery across Sweden.
</p>",,,taxable,reduced-rate,1,,,0,0,300,,,,1,,,,Sweets,,,"https://crm.ideallivs.com/wp-content/uploads/2025/05/image-1.jpg, https://crm.ideallivs.com/wp-content/uploads/2025/05/SPICE-JUNCTION_BALAJI_POSTS-2.jpg-1707653290339-Photoroom.png",,,,,,,,,0,,Anmol Sweets,Store Availability,On Display to Order,1,1,Type,"Jalebi, Namak Para",1,0,,Weight,"1kg, 500g",1,1,
657,simple,352224,8901213421298,Fresh Paneer Cubes (Fresh Paneer) 500g - Ready to Cook Indian Cheese,1,0,visible,<p>Authentic <strong>frozen Indian bread</strong> — authentic South Asian flatbread — ready from frozen in minutes. Perfect for with curries and as a quick meal base. This 500 g pack is a freezer essential for South Asian households. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — fast delivery across Sweden.</p>,"<p>
<strong>Fresh Paneer Cubes (Fresh Paneer) 500g - Ready to Cook Indian Cheese</strong> (500 g) — authentic South Asian flatbread — ready from frozen in minutes.
Keep this 500 g pack in your freezer for an authentic South Asian flatbread
ready in minutes on any busy weeknight.
</p>

<h3>Serve with</h3>
<ul>
<li>with curries</li><li>as a quick meal base</li><li>meal prep</li><li>family dinners</li>
</ul>

<h3>Heating tip</h3>
<p>Follow packet instructions. Most frozen breads can be heated directly in a pan without thawing.</p>

<h3>Why frozen Indian bread?</h3>
<p>
Making fresh chapati or paratha from scratch takes time. These frozen breads deliver
the same authentic taste with a fraction of the effort — ideal for busy families
who still want to serve a proper South Asian meal every night.
</p>

<h3>Storage</h3>
<p>Keep frozen at -18°C or below. Once thawed, do not refreeze. Use within 24 hours of thawing.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> stocks a wide range of <strong>frozen naan</strong>,
<strong>chapati</strong>, <strong>paratha</strong>, and <strong>samosa</strong>
from trusted brands for fast delivery across Sweden.
Order your 500 g <strong>frozen Indian bread</strong> today.
</p>",,,taxable,reduced-rate,1,,,0,0,500,,,,1,,,80,"Fresh Produce, Fresh Produce > Paneer, Frozen Foods > Paneer, Sweets",,,https://crm.ideallivs.com/wp-content/uploads/2025/08/fresh-paneer-e1754095672597.png,,,,,,,,,0,,,Store Availability,On Display to Order,1,1,,,,,,,,,,
658,simple,352227,5022496513005,Haldiram Gulab Jamun (Milk Solids Dumplings in Syrup) 1kg Tin,1,0,visible,<p><strong>Haldiram</strong> Authentic <strong>Indian namkeen snack</strong> — a classic South Asian savoury snack. Perfect as tea-time snack or party nibbles. This 1 kg pack brings the taste of India's streets to your Stockholm home. Order from <strong>Ideal Indiska LIVS</strong> — fast delivery across Sweden.</p>,"<p>
<strong>Haldiram Gulab Jamun (Milk Solids Dumplings in Syrup) 1kg Tin</strong> (1 kg) — a classic South Asian savoury snack —
is one of the most beloved <strong>Indian snacks (namkeen)</strong> enjoyed by South Asian
families across Sweden. Crispy, flavourful, and authentic, it pairs perfectly with a cup of chai.
</p>
<h3>About Haldiram</h3><p>Haldiram's has been India's most popular snack brand since 1937, known for consistent quality and authentic namkeen recipes.</p>
<h3>Enjoy it as</h3>
<ul>
<li>tea-time snack</li><li>party nibbles</li><li>on-the-go snacking</li>
</ul>

<h3>Serving tip</h3>
<p>Enjoy with a hot cup of masala chai for the authentic Indian snack experience.</p>

<h3>Why Indian namkeen?</h3>
<p>
South Asian <strong>namkeen</strong> snacks are a completely different snacking experience from
European crisps or nuts. The complex blend of spices — cumin, chilli, chaat masala, amchur —
creates a multi-layered flavour that keeps you coming back for more.
</p>

<h3>Storage</h3>
<p>Once opened, store in an airtight container to maintain crispiness. Best consumed within 2–3 weeks.</p>

<h3>Order from Ideal Indiska LIVS, Stockholm</h3>
<p>
<strong>Ideal Indiska LIVS</strong> stocks a wide range of authentic <strong>Haldiram's namkeen</strong>,
Bikaji, and other popular Indian snack brands.
Order your 1 kg <strong>Indian namkeen snack</strong> today — snabb leverans i Sverige.
</p>",,,taxable,reduced-rate,1,,,0,0,1000,,,,1,,,80,"Canned & Jarred Goods, Festival Special, Sweets",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/haldiram-Gulab-jaumn-Tin-1kg-1.png,,,,,,,,,0,,Haldiram,Store Availability,On Display to Order,1,1,,,,,,,,,,
